investor_sector,project_sector,investor_location,project_location,investor_risk,project_risk,investor_size,project_size,past_return,expected_return,cosine_similarity,suitability_score,final_label
tech,agriculture,riyadh,riyadh,medium,high,medium,small,0.163,0.172,0.34,2,0
real_estate,real_estate,dammam,riyadh,medium,medium,medium,small,0.087,0.174,0.733,5,1
tech,tech,jeddah,jeddah,low,medium,large,small,0.08,0.115,0.501,4,0
tech,real_estate,jeddah,riyadh,medium,low,large,medium,0.155,0.201,0.999,3,1
tech,tech,riyadh,riyadh,low,medium,large,large,0.097,0.114,1.0,5,1
agriculture,real_estate,jeddah,riyadh,medium,high,small,small,0.103,0.085,0.25,1,0
real_estate,agriculture,dammam,jeddah,medium,medium,medium,medium,0.087,0.158,0.501,4,0
agriculture,real_estate,riyadh,dammam,medium,medium,medium,small,0.093,0.096,0.006,3,0
agriculture,agriculture,dammam,riyadh,medium,medium,medium,large,0.08,0.191,0.713,5,1
agriculture,agriculture,jeddah,jeddah,low,low,small,large,0.137,0.197,0.774,6,1
agriculture,agriculture,jeddah,dammam,high,high,medium,medium,0.072,0.173,0.715,6,1
real_estate,real_estate,jeddah,riyadh,high,high,large,large,0.11,0.13,0.758,6,1
real_estate,tech,dammam,jeddah,high,medium,small,medium,0.144,0.171,1.0,3,1
tech,tech,dammam,dammam,medium,medium,small,large,0.138,0.206,0.557,6,0
real_estate,agriculture,riyadh,dammam,low,low,small,medium,0.173,0.081,0.002,2,0
agriculture,agriculture,jeddah,dammam,low,low,large,medium,0.077,0.136,0.741,5,1
agriculture,agriculture,dammam,dammam,medium,high,small,large,0.105,0.171,0.049,4,0
real_estate,real_estate,dammam,dammam,medium,high,medium,medium,0.145,0.206,0.78,5,1
agriculture,real_estate,dammam,jeddah,medium,low,small,large,0.177,0.182,0.995,3,1
real_estate,real_estate,jeddah,jeddah,medium,low,large,large,0.09,0.182,0.733,7,1
real_estate,real_estate,jeddah,dammam,high,low,large,small,0.116,0.192,0.985,5,1
real_estate,real_estate,dammam,dammam,high,medium,large,medium,0.096,0.201,0.958,6,1
real_estate,tech,riyadh,dammam,medium,medium,medium,small,0.174,0.093,0.246,2,0
tech,agriculture,riyadh,dammam,high,medium,large,medium,0.101,0.094,0.996,2,1
agriculture,real_estate,riyadh,riyadh,high,high,small,medium,0.08,0.176,0.487,4,0
agriculture,agriculture,dammam,riyadh,medium,low,medium,small,0.08,0.119,0.748,5,1
real_estate,agriculture,dammam,riyadh,low,medium,medium,small,0.092,0.139,0.507,1,0
real_estate,real_estate,jeddah,dammam,medium,medium,medium,medium,0.082,0.201,0.709,6,1
real_estate,tech,jeddah,dammam,medium,medium,medium,small,0.098,0.117,0.754,3,0
real_estate,agriculture,dammam,dammam,medium,high,large,small,0.173,0.215,1.0,2,1
agriculture,agriculture,dammam,riyadh,medium,medium,medium,small,0.08,0.118,0.749,5,1
tech,tech,jeddah,jeddah,medium,medium,medium,large,0.168,0.142,0.757,5,1
real_estate,tech,dammam,riyadh,low,low,large,small,0.136,0.183,0.099,3,0
tech,tech,jeddah,jeddah,high,medium,medium,small,0.1,0.136,0.026,6,0
tech,tech,dammam,riyadh,medium,medium,large,large,0.168,0.117,0.733,5,1
real_estate,real_estate,riyadh,riyadh,high,high,small,small,0.162,0.085,0.699,6,1
real_estate,tech,riyadh,riyadh,high,medium,large,large,0.1,0.117,0.018,5,0
agriculture,agriculture,jeddah,jeddah,high,medium,small,small,0.144,0.101,0.26,6,0
tech,tech,riyadh,riyadh,medium,medium,large,large,0.159,0.139,0.758,6,1
real_estate,agriculture,jeddah,dammam,high,low,medium,small,0.089,0.125,0.014,3,0
agriculture,agriculture,riyadh,riyadh,high,medium,medium,small,0.118,0.158,0.763,6,1
agriculture,agriculture,riyadh,riyadh,high,low,small,small,0.109,0.202,0.747,7,1
real_estate,real_estate,dammam,jeddah,medium,medium,medium,small,0.12,0.112,0.267,4,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,large,0.08,0.085,0.251,6,0
real_estate,real_estate,jeddah,jeddah,medium,low,medium,large,0.12,0.182,0.763,6,1
agriculture,agriculture,dammam,riyadh,medium,high,small,small,0.089,0.123,0.259,4,0
real_estate,tech,riyadh,riyadh,high,medium,small,medium,0.142,0.163,0.544,4,0
real_estate,tech,riyadh,riyadh,medium,medium,large,large,0.085,0.117,0.009,5,0
real_estate,real_estate,riyadh,dammam,low,medium,large,small,0.093,0.121,0.999,3,1
real_estate,real_estate,dammam,dammam,high,low,small,small,0.144,0.157,0.77,7,1
agriculture,agriculture,riyadh,riyadh,medium,low,large,small,0.136,0.116,0.749,5,1
real_estate,real_estate,dammam,dammam,high,low,small,small,0.097,0.192,0.506,7,1
agriculture,agriculture,dammam,jeddah,medium,high,large,small,0.109,0.089,0.498,2,0
agriculture,agriculture,riyadh,riyadh,high,medium,small,small,0.137,0.158,0.539,7,1
real_estate,tech,riyadh,jeddah,medium,medium,large,small,0.125,0.115,0.511,2,0
tech,agriculture,dammam,dammam,high,high,medium,small,0.15,0.215,0.995,4,1
agriculture,real_estate,dammam,jeddah,medium,medium,small,small,0.125,0.121,0.035,3,0
agriculture,agriculture,dammam,jeddah,medium,medium,medium,small,0.08,0.169,0.728,5,1
tech,tech,dammam,jeddah,high,medium,large,medium,0.077,0.171,0.723,5,1
real_estate,real_estate,riyadh,riyadh,high,high,large,large,0.095,0.13,0.509,7,1
tech,real_estate,riyadh,riyadh,low,medium,small,small,0.118,0.174,0.068,3,0
tech,tech,jeddah,jeddah,high,medium,small,small,0.108,0.136,0.517,7,1
tech,tech,jeddah,dammam,high,medium,small,small,0.118,0.083,0.491,5,0
agriculture,tech,riyadh,dammam,low,medium,small,medium,0.164,0.175,0.344,1,0
real_estate,tech,dammam,dammam,low,medium,large,medium,0.154,0.088,0.01,1,0
real_estate,real_estate,riyadh,riyadh,medium,low,medium,medium,0.118,0.201,0.533,7,1
agriculture,tech,dammam,riyadh,low,medium,medium,large,0.08,0.114,0.501,1,0
tech,real_estate,dammam,dammam,medium,medium,large,large,0.168,0.211,1.0,5,1
agriculture,agriculture,dammam,jeddah,high,medium,medium,large,0.167,0.085,0.922,4,1
tech,real_estate,riyadh,riyadh,high,high,large,medium,0.101,0.176,0.279,4,0
real_estate,real_estate,jeddah,jeddah,high,high,medium,medium,0.102,0.08,0.742,6,1
agriculture,real_estate,dammam,riyadh,medium,high,large,small,0.082,0.085,0.75,1,0
real_estate,agriculture,riyadh,riyadh,medium,low,small,small,0.091,0.116,0.753,5,1
agriculture,agriculture,dammam,riyadh,medium,low,large,small,0.174,0.202,0.792,5,1
tech,tech,dammam,dammam,low,high,medium,small,0.108,0.193,0.521,4,0
agriculture,tech,dammam,dammam,medium,medium,small,medium,0.098,0.088,0.252,3,0
real_estate,agriculture,jeddah,dammam,medium,medium,large,medium,0.124,0.094,0.982,2,1
tech,agriculture,dammam,dammam,medium,high,small,small,0.171,0.153,0.545,2,0
real_estate,real_estate,jeddah,jeddah,medium,high,large,small,0.167,0.13,0.521,3,0
agriculture,agriculture,dammam,dammam,medium,low,medium,medium,0.166,0.166,0.555,7,1
real_estate,real_estate,jeddah,dammam,high,medium,large,medium,0.116,0.201,0.755,5,1
tech,agriculture,riyadh,riyadh,medium,low,small,small,0.09,0.116,0.752,5,1
real_estate,agriculture,jeddah,jeddah,medium,high,large,small,0.149,0.089,0.716,1,0
agriculture,agriculture,dammam,riyadh,medium,medium,medium,small,0.08,0.124,0.5,5,0
agriculture,agriculture,dammam,dammam,high,low,small,small,0.105,0.125,0.756,7,1
tech,tech,dammam,jeddah,high,medium,medium,medium,0.149,0.171,0.776,6,1
agriculture,agriculture,riyadh,riyadh,high,medium,medium,small,0.109,0.124,0.757,6,1
real_estate,real_estate,riyadh,riyadh,low,high,large,large,0.077,0.13,0.252,5,0
real_estate,real_estate,riyadh,riyadh,high,low,small,medium,0.162,0.201,0.788,6,1
tech,agriculture,riyadh,riyadh,low,low,small,small,0.118,0.116,0.996,4,1
real_estate,tech,jeddah,jeddah,medium,medium,small,medium,0.09,0.171,0.738,4,0
tech,tech,dammam,riyadh,low,low,large,small,0.077,0.183,0.715,5,1
real_estate,tech,riyadh,riyadh,medium,medium,small,large,0.091,0.118,0.506,4,0
real_estate,agriculture,riyadh,riyadh,high,high,large,small,0.095,0.172,0.507,4,0
tech,tech,jeddah,riyadh,low,medium,medium,large,0.131,0.117,0.274,2,0
tech,tech,riyadh,riyadh,medium,low,small,small,0.121,0.15,0.764,7,1
tech,tech,jeddah,dammam,high,medium,small,medium,0.103,0.175,0.75,5,1
tech,tech,jeddah,riyadh,high,medium,small,medium,0.103,0.163,0.753,5,1
real_estate,agriculture,dammam,dammam,medium,medium,small,small,0.101,0.201,0.283,5,0
tech,tech,riyadh,dammam,high,low,large,small,0.101,0.141,0.755,5,1
tech,agriculture,jeddah,dammam,low,medium,small,small,0.168,0.201,0.371,2,0
agriculture,agriculture,dammam,dammam,medium,high,large,small,0.082,0.215,0.024,4,0
tech,agriculture,riyadh,riyadh,low,medium,large,small,0.09,0.139,0.993,2,1
real_estate,real_estate,dammam,jeddah,medium,medium,large,small,0.073,0.112,0.747,5,1
agriculture,agriculture,jeddah,riyadh,high,medium,large,small,0.075,0.124,0.497,5,0
agriculture,real_estate,jeddah,jeddah,medium,medium,small,medium,0.139,0.125,0.283,3,0
real_estate,real_estate,jeddah,riyadh,medium,medium,large,small,0.133,0.174,0.771,5,1
tech,agriculture,dammam,riyadh,medium,medium,medium,small,0.152,0.158,0.771,3,0
real_estate,agriculture,riyadh,riyadh,high,low,medium,small,0.179,0.116,0.945,3,1
tech,agriculture,dammam,riyadh,high,low,medium,small,0.128,0.116,0.272,2,0
agriculture,agriculture,dammam,dammam,low,low,small,small,0.122,0.125,0.517,7,1
tech,tech,riyadh,riyadh,medium,medium,medium,medium,0.169,0.186,0.785,7,1
real_estate,agriculture,riyadh,jeddah,medium,medium,small,medium,0.14,0.173,1.0,3,1
tech,tech,riyadh,jeddah,medium,medium,medium,small,0.169,0.183,0.784,5,1
agriculture,tech,jeddah,dammam,medium,high,medium,small,0.083,0.193,0.254,1,0
agriculture,tech,dammam,riyadh,high,high,large,medium,0.144,0.181,0.554,3,0
agriculture,agriculture,jeddah,jeddah,medium,medium,large,large,0.131,0.181,0.544,7,1
real_estate,tech,dammam,dammam,low,medium,large,small,0.124,0.093,0.254,1,0
real_estate,real_estate,jeddah,jeddah,high,medium,large,small,0.118,0.121,0.756,6,1
agriculture,agriculture,riyadh,riyadh,low,medium,small,small,0.096,0.118,0.754,5,1
real_estate,tech,riyadh,riyadh,medium,medium,small,small,0.091,0.159,0.744,5,1
tech,tech,dammam,riyadh,medium,low,medium,small,0.141,0.183,0.776,5,1
real_estate,real_estate,dammam,dammam,medium,low,small,large,0.077,0.08,0.75,6,1
real_estate,real_estate,riyadh,riyadh,high,medium,small,small,0.142,0.174,0.549,7,1
agriculture,agriculture,jeddah,riyadh,medium,low,small,small,0.136,0.119,0.988,5,1
tech,tech,jeddah,riyadh,high,medium,small,medium,0.118,0.186,0.761,5,1
real_estate,tech,dammam,riyadh,high,low,medium,small,0.086,0.15,0.259,3,0
agriculture,agriculture,riyadh,riyadh,medium,high,medium,medium,0.165,0.178,0.781,5,1
tech,tech,riyadh,dammam,medium,medium,large,small,0.084,0.093,0.751,5,1
tech,agriculture,riyadh,dammam,medium,low,medium,small,0.117,0.125,0.516,3,0
tech,tech,riyadh,riyadh,low,low,small,small,0.129,0.183,0.769,7,1
real_estate,real_estate,riyadh,riyadh,low,high,large,medium,0.137,0.191,0.107,4,0
agriculture,real_estate,jeddah,dammam,low,medium,large,medium,0.104,0.201,0.287,1,0
tech,tech,jeddah,jeddah,medium,medium,medium,medium,0.104,0.18,0.517,7,1
agriculture,agriculture,riyadh,jeddah,high,medium,small,medium,0.137,0.16,0.77,5,1
tech,agriculture,jeddah,jeddah,low,medium,small,small,0.109,0.101,0.995,2,1
tech,tech,jeddah,jeddah,high,medium,medium,small,0.141,0.136,0.76,5,1
agriculture,agriculture,riyadh,riyadh,medium,medium,medium,small,0.125,0.124,0.996,5,1
tech,real_estate,dammam,dammam,low,low,large,large,0.111,0.091,0.99,4,1
real_estate,real_estate,riyadh,jeddah,high,medium,small,small,0.162,0.121,0.284,5,0
agriculture,tech,jeddah,riyadh,low,high,large,medium,0.104,0.181,0.284,1,0
tech,tech,jeddah,dammam,high,medium,large,medium,0.08,0.088,0.75,5,1
agriculture,tech,riyadh,riyadh,high,medium,medium,large,0.17,0.114,0.276,3,0
real_estate,real_estate,jeddah,dammam,medium,low,small,large,0.085,0.08,0.0,4,0
agriculture,agriculture,riyadh,dammam,high,medium,small,small,0.112,0.201,0.751,6,1
tech,real_estate,riyadh,riyadh,low,high,large,large,0.163,0.13,0.068,2,0
real_estate,tech,dammam,dammam,low,medium,medium,medium,0.179,0.175,0.567,2,0
agriculture,agriculture,riyadh,riyadh,high,high,small,medium,0.075,0.15,0.248,6,0
real_estate,real_estate,jeddah,jeddah,high,medium,small,large,0.134,0.192,0.772,6,1
agriculture,agriculture,dammam,jeddah,high,medium,medium,medium,0.127,0.158,0.767,6,1
agriculture,agriculture,riyadh,jeddah,medium,medium,medium,small,0.128,0.101,0.501,4,0
tech,real_estate,dammam,dammam,low,low,large,large,0.102,0.08,0.495,4,0
real_estate,tech,riyadh,jeddah,high,low,large,medium,0.1,0.128,0.999,3,1
tech,agriculture,jeddah,jeddah,medium,medium,medium,small,0.104,0.101,0.011,3,0
tech,agriculture,riyadh,dammam,medium,high,medium,small,0.086,0.153,0.018,1,0
real_estate,real_estate,riyadh,jeddah,medium,high,medium,medium,0.098,0.08,0.992,3,1
tech,tech,dammam,riyadh,high,medium,small,small,0.165,0.159,0.549,5,0
agriculture,agriculture,riyadh,jeddah,high,medium,small,small,0.112,0.169,0.759,6,1
tech,agriculture,jeddah,riyadh,high,medium,large,small,0.094,0.124,0.262,3,0
agriculture,agriculture,riyadh,jeddah,medium,medium,small,medium,0.148,0.158,0.771,5,1
real_estate,real_estate,jeddah,dammam,low,low,small,large,0.13,0.091,0.974,4,1
agriculture,tech,jeddah,dammam,low,medium,small,medium,0.165,0.175,0.562,1,0
tech,agriculture,jeddah,dammam,high,medium,large,small,0.079,0.201,0.246,3,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.103,0.139,0.514,3,0
real_estate,tech,jeddah,riyadh,high,high,large,large,0.094,0.152,0.027,4,0
agriculture,real_estate,riyadh,jeddah,medium,high,small,medium,0.117,0.121,0.272,1,0
real_estate,tech,dammam,dammam,medium,medium,small,small,0.123,0.128,0.04,5,0
real_estate,agriculture,riyadh,riyadh,high,medium,small,small,0.162,0.124,0.743,4,0
tech,tech,jeddah,dammam,medium,medium,medium,large,0.104,0.15,0.756,5,1
tech,agriculture,dammam,jeddah,low,medium,small,medium,0.097,0.16,0.511,1,0
agriculture,agriculture,jeddah,dammam,medium,low,medium,small,0.086,0.125,0.75,5,1
tech,agriculture,dammam,dammam,medium,high,medium,large,0.082,0.171,0.017,2,0
tech,tech,riyadh,riyadh,low,medium,medium,small,0.178,0.187,0.786,4,1
agriculture,tech,riyadh,riyadh,medium,low,small,small,0.12,0.15,0.29,5,0
real_estate,agriculture,dammam,riyadh,high,low,medium,small,0.076,0.202,0.011,3,0
agriculture,tech,jeddah,jeddah,medium,medium,medium,small,0.144,0.138,0.993,3,1
real_estate,real_estate,riyadh,riyadh,low,medium,large,small,0.077,0.174,0.484,4,0
agriculture,agriculture,riyadh,riyadh,medium,medium,large,small,0.176,0.118,0.728,5,1
real_estate,agriculture,jeddah,jeddah,medium,high,small,small,0.107,0.089,0.005,2,0
tech,real_estate,riyadh,dammam,medium,low,small,small,0.085,0.157,0.018,4,0
real_estate,agriculture,dammam,dammam,low,high,medium,small,0.121,0.153,1.0,2,1
agriculture,agriculture,dammam,dammam,high,low,large,small,0.162,0.165,0.774,6,1
tech,tech,jeddah,riyadh,medium,low,medium,small,0.104,0.183,0.748,5,1
tech,real_estate,jeddah,dammam,medium,medium,medium,large,0.17,0.211,0.794,3,0
agriculture,tech,dammam,riyadh,medium,medium,small,large,0.143,0.139,0.529,2,0
tech,tech,riyadh,dammam,medium,medium,large,small,0.089,0.128,0.751,5,1
real_estate,agriculture,jeddah,riyadh,medium,low,small,small,0.131,0.119,0.753,3,0
agriculture,agriculture,riyadh,riyadh,medium,medium,large,small,0.104,0.124,0.512,6,0
agriculture,agriculture,riyadh,jeddah,medium,low,medium,large,0.17,0.197,0.79,5,1
tech,agriculture,dammam,jeddah,low,medium,large,medium,0.102,0.173,0.28,1,0
tech,tech,jeddah,dammam,low,medium,small,small,0.168,0.093,0.247,3,0
tech,real_estate,dammam,jeddah,medium,medium,medium,large,0.141,0.192,0.556,3,0
tech,real_estate,dammam,dammam,medium,low,large,small,0.168,0.192,0.787,4,1
agriculture,agriculture,jeddah,dammam,low,medium,large,medium,0.105,0.094,0.501,2,0
agriculture,tech,jeddah,riyadh,low,medium,large,medium,0.14,0.163,0.543,1,0
real_estate,agriculture,riyadh,dammam,medium,low,small,medium,0.102,0.136,0.028,3,0
real_estate,real_estate,riyadh,dammam,low,low,medium,small,0.079,0.157,0.733,5,1
real_estate,real_estate,jeddah,jeddah,medium,low,medium,large,0.149,0.182,0.116,6,0
agriculture,agriculture,riyadh,riyadh,high,medium,small,small,0.137,0.139,0.762,7,1
tech,agriculture,jeddah,dammam,medium,high,small,large,0.173,0.171,0.346,0,0
tech,agriculture,jeddah,dammam,medium,low,large,small,0.136,0.165,1.0,3,1
tech,agriculture,jeddah,jeddah,medium,high,medium,large,0.092,0.099,0.999,2,1
tech,agriculture,jeddah,dammam,medium,low,large,medium,0.136,0.166,0.542,3,0
real_estate,real_estate,dammam,riyadh,low,high,large,medium,0.078,0.176,0.012,3,0
real_estate,real_estate,jeddah,dammam,high,low,large,large,0.116,0.091,0.742,5,1
tech,tech,jeddah,dammam,medium,medium,large,large,0.126,0.206,0.101,6,0
agriculture,agriculture,jeddah,dammam,low,low,small,medium,0.099,0.136,0.755,5,1
real_estate,agriculture,dammam,jeddah,high,medium,large,medium,0.111,0.16,0.287,3,0
agriculture,real_estate,jeddah,dammam,medium,low,large,large,0.14,0.091,0.488,3,0
tech,tech,dammam,dammam,medium,medium,large,medium,0.172,0.088,0.239,5,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.104,0.138,0.515,2,0
real_estate,agriculture,riyadh,riyadh,medium,high,medium,small,0.094,0.172,0.27,2,0
real_estate,agriculture,jeddah,jeddah,medium,medium,small,large,0.108,0.085,0.249,3,0
real_estate,tech,dammam,dammam,low,high,medium,small,0.179,0.193,0.374,2,0
real_estate,tech,jeddah,jeddah,medium,medium,small,medium,0.17,0.114,0.276,3,0
tech,tech,riyadh,riyadh,medium,low,large,small,0.155,0.173,0.999,6,1
agriculture,agriculture,riyadh,dammam,medium,high,large,small,0.136,0.153,0.536,3,0
real_estate,real_estate,jeddah,dammam,medium,high,medium,medium,0.178,0.206,0.999,4,1
tech,tech,riyadh,jeddah,medium,medium,large,medium,0.084,0.18,0.726,5,1
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.164,0.158,0.77,6,1
tech,tech,riyadh,riyadh,medium,medium,small,medium,0.155,0.163,0.773,6,1
agriculture,tech,riyadh,riyadh,medium,medium,medium,medium,0.102,0.186,0.051,5,0
real_estate,tech,jeddah,jeddah,high,medium,medium,medium,0.114,0.114,0.754,5,1
agriculture,agriculture,jeddah,dammam,low,high,small,small,0.165,0.215,0.999,4,1
agriculture,agriculture,riyadh,dammam,medium,low,medium,small,0.111,0.125,0.757,5,1
tech,agriculture,riyadh,jeddah,low,medium,small,medium,0.146,0.158,0.315,1,0
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,medium,0.152,0.147,0.765,6,1
real_estate,real_estate,riyadh,riyadh,high,high,medium,medium,0.128,0.176,0.54,7,1
tech,agriculture,jeddah,dammam,high,high,medium,large,0.141,0.171,1.0,3,1
tech,tech,dammam,jeddah,high,medium,small,medium,0.078,0.171,0.962,5,1
real_estate,real_estate,jeddah,dammam,medium,medium,large,large,0.149,0.211,0.996,6,1
agriculture,agriculture,jeddah,dammam,high,high,small,small,0.119,0.153,0.763,6,1
agriculture,agriculture,jeddah,dammam,low,low,large,small,0.104,0.125,0.756,5,1
tech,tech,riyadh,dammam,medium,medium,small,small,0.167,0.083,0.691,5,1
real_estate,real_estate,dammam,dammam,high,low,large,large,0.175,0.08,0.902,6,1
tech,tech,dammam,riyadh,high,medium,medium,small,0.147,0.194,0.78,5,1
agriculture,agriculture,riyadh,riyadh,high,low,large,small,0.159,0.202,0.787,6,1
real_estate,agriculture,jeddah,riyadh,high,low,medium,small,0.102,0.202,0.511,3,0
real_estate,agriculture,jeddah,jeddah,high,medium,medium,medium,0.089,0.158,0.743,5,1
tech,tech,riyadh,jeddah,high,medium,large,medium,0.086,0.171,0.734,5,1
real_estate,real_estate,riyadh,riyadh,high,high,large,large,0.1,0.13,0.755,7,1
tech,tech,jeddah,dammam,medium,high,small,small,0.162,0.193,0.786,4,1
agriculture,tech,dammam,riyadh,low,high,small,small,0.162,0.098,0.485,1,0
tech,agriculture,dammam,jeddah,medium,medium,large,medium,0.098,0.16,0.989,3,1
tech,tech,riyadh,riyadh,high,medium,small,large,0.072,0.114,0.746,6,1
agriculture,tech,jeddah,riyadh,medium,medium,medium,small,0.161,0.159,0.993,2,1
agriculture,tech,riyadh,dammam,low,medium,medium,medium,0.098,0.088,0.252,1,0
agriculture,tech,dammam,riyadh,low,high,medium,medium,0.08,0.181,0.25,2,0
real_estate,real_estate,dammam,dammam,low,low,medium,large,0.179,0.091,0.913,5,1
real_estate,tech,riyadh,riyadh,low,medium,large,large,0.077,0.118,0.252,3,0
tech,real_estate,riyadh,dammam,medium,medium,medium,medium,0.169,0.201,0.791,4,1
tech,agriculture,dammam,riyadh,low,high,small,medium,0.095,0.178,0.272,1,0
tech,tech,dammam,riyadh,medium,high,large,small,0.11,0.098,0.502,2,0
real_estate,real_estate,jeddah,jeddah,medium,medium,large,medium,0.133,0.147,0.999,6,1
agriculture,tech,riyadh,riyadh,medium,medium,medium,medium,0.111,0.163,0.759,5,1
tech,real_estate,dammam,riyadh,medium,low,small,medium,0.171,0.201,0.374,3,0
real_estate,agriculture,jeddah,jeddah,medium,medium,small,small,0.085,0.169,0.734,5,1
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,medium,0.178,0.147,0.976,6,1
agriculture,agriculture,dammam,dammam,low,low,large,medium,0.126,0.166,0.767,6,1
agriculture,agriculture,riyadh,jeddah,high,medium,small,medium,0.109,0.16,0.995,5,1
agriculture,tech,jeddah,riyadh,medium,medium,medium,small,0.144,0.194,0.998,3,1
real_estate,real_estate,riyadh,jeddah,high,high,large,small,0.1,0.132,0.755,5,1
real_estate,tech,riyadh,riyadh,low,medium,large,large,0.093,0.117,0.507,3,0
tech,tech,riyadh,riyadh,medium,medium,large,large,0.159,0.118,0.739,6,1
real_estate,agriculture,riyadh,riyadh,medium,medium,small,small,0.102,0.139,0.756,5,1
agriculture,agriculture,riyadh,jeddah,medium,medium,medium,small,0.125,0.169,0.767,5,1
real_estate,real_estate,dammam,dammam,high,low,medium,large,0.155,0.08,0.233,5,0
tech,tech,riyadh,jeddah,medium,low,medium,medium,0.117,0.128,0.758,6,1
tech,tech,dammam,dammam,low,medium,small,medium,0.161,0.088,0.704,3,0
agriculture,tech,jeddah,riyadh,low,medium,small,large,0.137,0.139,0.294,1,0
agriculture,real_estate,dammam,riyadh,low,high,large,medium,0.166,0.191,0.573,1,0
tech,real_estate,jeddah,dammam,high,low,medium,large,0.1,0.091,0.748,2,0
agriculture,agriculture,dammam,dammam,medium,low,large,medium,0.092,0.136,0.751,6,1
agriculture,agriculture,dammam,dammam,high,high,large,large,0.152,0.171,0.554,7,1
agriculture,agriculture,riyadh,dammam,low,low,medium,small,0.101,0.165,0.751,5,1
tech,agriculture,riyadh,jeddah,medium,medium,small,medium,0.164,0.158,0.991,2,1
agriculture,agriculture,dammam,riyadh,medium,low,medium,small,0.153,0.202,0.57,5,0
tech,real_estate,riyadh,riyadh,medium,low,small,medium,0.164,0.201,0.789,4,1
agriculture,agriculture,riyadh,riyadh,high,high,large,small,0.113,0.172,0.759,6,1
tech,real_estate,jeddah,jeddah,low,high,small,small,0.148,0.13,0.291,2,0
tech,agriculture,jeddah,dammam,medium,high,medium,small,0.104,0.215,0.289,1,0
real_estate,real_estate,dammam,dammam,low,medium,medium,medium,0.121,0.201,0.76,5,1
agriculture,agriculture,jeddah,riyadh,medium,low,large,small,0.165,0.177,0.78,5,1
real_estate,tech,dammam,riyadh,high,low,medium,small,0.147,0.15,0.767,3,0
real_estate,agriculture,jeddah,jeddah,high,medium,small,small,0.134,0.169,0.771,5,1
agriculture,agriculture,jeddah,dammam,medium,low,small,small,0.103,0.165,0.753,6,1
tech,tech,dammam,jeddah,low,medium,large,small,0.077,0.183,0.48,3,0
agriculture,real_estate,riyadh,jeddah,high,medium,medium,large,0.17,0.192,0.365,3,0
tech,agriculture,jeddah,dammam,low,low,small,medium,0.133,0.136,0.525,3,0
real_estate,agriculture,dammam,riyadh,high,high,medium,small,0.086,0.123,0.504,3,0
tech,agriculture,riyadh,dammam,low,high,small,large,0.09,0.171,0.028,1,0
tech,agriculture,jeddah,dammam,medium,medium,medium,small,0.139,0.201,0.776,3,0
agriculture,agriculture,jeddah,riyadh,medium,medium,medium,large,0.164,0.191,0.786,5,1
tech,agriculture,dammam,riyadh,high,low,medium,small,0.147,0.177,1.0,3,1
real_estate,agriculture,jeddah,jeddah,medium,medium,medium,small,0.149,0.101,0.025,3,0
real_estate,real_estate,riyadh,dammam,medium,medium,small,small,0.091,0.096,0.751,6,1
real_estate,tech,jeddah,jeddah,high,medium,medium,medium,0.073,0.114,0.746,5,1
agriculture,agriculture,riyadh,riyadh,low,low,small,small,0.102,0.119,0.51,7,1
agriculture,tech,riyadh,riyadh,medium,medium,medium,large,0.143,0.114,0.745,3,0
tech,tech,riyadh,dammam,low,medium,small,large,0.146,0.206,0.565,3,0
tech,tech,riyadh,jeddah,medium,low,small,medium,0.106,0.128,0.514,5,0
real_estate,tech,riyadh,riyadh,high,medium,large,large,0.095,0.139,0.752,5,1
agriculture,real_estate,riyadh,dammam,low,high,medium,medium,0.092,0.206,0.268,2,0
tech,tech,riyadh,jeddah,medium,medium,small,medium,0.106,0.171,0.988,5,1
real_estate,tech,dammam,riyadh,high,medium,small,medium,0.097,0.163,0.035,3,0
tech,agriculture,jeddah,dammam,medium,high,medium,medium,0.18,0.173,0.353,1,0
agriculture,agriculture,dammam,riyadh,high,high,large,small,0.154,0.172,0.777,5,1
agriculture,agriculture,dammam,riyadh,medium,low,large,small,0.174,0.177,0.781,5,1
tech,agriculture,jeddah,dammam,high,high,large,small,0.121,0.215,0.317,3,0
agriculture,tech,riyadh,dammam,medium,medium,large,large,0.167,0.206,0.583,4,0
real_estate,agriculture,dammam,dammam,medium,low,small,small,0.077,0.165,0.727,5,1
agriculture,agriculture,jeddah,riyadh,high,high,small,medium,0.119,0.15,0.763,5,1
real_estate,tech,jeddah,jeddah,low,medium,large,medium,0.163,0.171,0.996,2,1
agriculture,agriculture,dammam,jeddah,medium,medium,large,small,0.08,0.101,0.751,5,1
agriculture,agriculture,jeddah,riyadh,high,low,small,small,0.119,0.116,0.754,5,1
agriculture,real_estate,riyadh,dammam,medium,medium,medium,medium,0.165,0.201,0.789,4,1
tech,tech,dammam,jeddah,low,medium,large,small,0.102,0.138,0.029,3,0
agriculture,tech,dammam,riyadh,high,medium,small,small,0.108,0.159,0.758,4,0
tech,tech,jeddah,riyadh,high,high,large,small,0.08,0.098,0.751,5,1
